Game; Start; End; Period; Team; Event; Phase; Offense System; Defense System; Assist; Offense Player Number; Offense Player Name; Offense Player Position; Defense Player Number; Defense Player Name; Defense Player Position; Shooter Position; Shot Location; Home Team; Visitor Team; Possession; Important; Game System
BM Pozuelo Div. Oro vs Ciudad Imperial;1:05:14;1:05:38; T2; Ciudad Imperial; SAVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;30; María Llorca; cb;17; Miryam Cáceres; gk; RIGHT_6M;4; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Alba Serrano, Bereket Garcia;52;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:05:38;1:06:23; T2; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;10; Alicia Huertas; lp;85; Bereket Garcia; lb; ;; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Alba Serrano, Bereket Garcia;53;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:06:23;1:06:31; T2; BM Pozuelo Div. Oro; LOST_BALL; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;11; Noelia Delfa; cb;; ; ; ;; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Alba Serrano, Bereket Garcia;53;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:06:31;1:06:58; T2; Ciudad Imperial; SHOT_BLOCKED; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;30; María Llorca; cb;11; Noelia Delfa; cb; ;; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Alba Serrano, Bereket Garcia;53;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:06:58;1:07:19; T2; Ciudad Imperial; LOST_BALL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;85; Bereket Garcia; lb;3; María Laguna; cb; ;; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Alba Serrano, Bereket Garcia;53;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:07:19;1:07:41; T2; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;10; Alicia Huertas; lp;18; Alba Serrano; cb; ;; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Alba Serrano, Bereket Garcia;54;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:07:41;1:08:06; T2; BM Pozuelo Div. Oro; SAVE; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;2; Noelia Domínguez; lw;16; Belén Becerra; gk; LEFT_WING;2; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Alba Serrano, Bereket Garcia;54;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:08:06;1:08:35; T2; Ciudad Imperial; GOAL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;18; Alba Serrano; cb;17; Miryam Cáceres; gk; CENTER_6M;9; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Alba Serrano, Bereket Garcia;54;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:08:35;1:08:47; T2; BM Pozuelo Div. Oro; GOAL; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;11; Noelia Delfa; cb;16; Belén Becerra; gk; RIGHT_6M;7; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Alba Serrano, Bereket Garcia;55;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:08:47;1:09:30; T2; Ciudad Imperial; ATTACK_FAULT_COMMIT; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;31; Silvia Pérez; lw;11; Noelia Delfa; cb; ;; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Anda Setu, Cristina Sánchez, Alba Serrano, Bereket Garcia, Silvia Pérez;55;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:09:30;1:09:49; T2; BM Pozuelo Div. Oro; POST_OUT; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;11; Noelia Delfa; cb;16; Belén Becerra; gk; CENTER_9M;10; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Anda Setu, Cristina Sánchez, Alba Serrano, Bereket Garcia, Silvia Pérez;56;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:09:49;1:10:12; T2; Ciudad Imperial; GOAL; FAST_BREAK; EQUALITY;5:01:00; ;10; Anda Setu; lb;17; Miryam Cáceres; gk; LEFT_6M;9; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Bereket Garcia, Cristina Sánchez, Alba Serrano, Anda Setu, Silvia Pérez;56;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:10:12;1:10:42; T2; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;10; Alicia Huertas; lp;18; Alba Serrano; cb; ;; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Bereket Garcia, Cristina Sánchez, Alba Serrano, Anda Setu, Silvia Pérez;57;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:10:42;1:10:51; T2; BM Pozuelo Div. Oro; GOAL; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;11; Noelia Delfa; cb;16; Belén Becerra; gk; CENTER_9M;1; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Bereket Garcia, Cristina Sánchez, Alba Serrano, Anda Setu, Silvia Pérez;57;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:10:51;1:11:15; T2; Ciudad Imperial; GOAL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;34; Cristina Sánchez; lp;17; Miryam Cáceres; gk; CENTER_6M;9; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Bereket Garcia, Cristina Sánchez, Alba Serrano, Anda Setu, Silvia Pérez;57;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;1:11:15;1:11:27; T2; Ciudad Imperial; SECOND_HALF_END; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;; ; ;; ; ; ;; Noelia Domínguez, Noelia Delfa, María Laguna, Valentina Learreta, Miryam Cáceres, Nayra Solis, Alicia Huertas; María Llorca, Belén Becerra, Bereket Garcia, Cristina Sánchez, Alba Serrano, Anda Setu, Silvia Pérez;57;FALSO;
